"Centro Nacional de Control de Energia"
"Precios de Energia en Nodos Distribuidos del MTR (Calculo ExPost)"
"Sistema Interconectado Nacional"
"Reporte Mensual"
"Mes de enero de 2022"
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 10/feb/2022 08:30:01 hrs"
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Fecha"," Hora"," Zona de Carga"," Precio Zonal ($/MWh)"," Componente energia ($/MWh)"," Componente perdidas ($/MWh)"," Componente Congestion ($/MWh)"
"2022-01-16","1","ACAPULCO","898.14","818.07","80.29","-0.22","0","1"
"2022-01-16","2","ACAPULCO","868.78","795.14","73.68","-0.04","0","1"
"2022-01-16","3","ACAPULCO","849.41","780.64","68.77","0","0","1"
"2022-01-16","4","ACAPULCO","842.21","777.24","64.98","0","0","1"
"2022-01-16","5","ACAPULCO","821.71","762.63","59.08","0","0","1"
"2022-01-16","6","ACAPULCO","799.3","746.47","52.83","0","0","1"
"2022-01-16","7","ACAPULCO","815.63","761.39","54.25","0","0","1"
"2022-01-16","8","ACAPULCO","784.46","738.5","45.96","0","0","1"
"2022-01-16","9","ACAPULCO","728.87","683.27","45.6","0","0","1"
"2022-01-16","10","ACAPULCO","728.97","677.05","51.92","0","0","1"
"2022-01-16","11","ACAPULCO","739.08","683.94","55.14","0","0","1"
"2022-01-16","12","ACAPULCO","793.95","728.62","65.33","0","0","1"
"2022-01-16","13","ACAPULCO","808.7","741.22","67.59","-0.11","0","1"
"2022-01-16","14","ACAPULCO","819.73","752.03","67.85","-0.15","0","1"
"2022-01-16","15","ACAPULCO","818.54","750.69","68.13","-0.27","0","1"
"2022-01-16","16","ACAPULCO","829.53","758.54","70.99","0","0","1"
"2022-01-16","17","ACAPULCO","873.22","799.16","73.83","0.23","0","1"
"2022-01-16","18","ACAPULCO","935.17","856.91","78.26","0","0","1"
"2022-01-16","19","ACAPULCO","1015.36","941.33","74.03","0","0","1"
"2022-01-16","20","ACAPULCO","1057.07","983.21","73.86","0","0","1"
"2022-01-16","21","ACAPULCO","1001.24","929.25","72","0","0","1"
"2022-01-16","22","ACAPULCO","980","909.27","70.73","0","0","1"
"2022-01-16","23","ACAPULCO","965.99","888.01","77.98","0","0","1"
"2022-01-16","24","ACAPULCO","855.2","794.48","60.72","0","0","1"
"2022-01-16","1","AGUASCALIENTES","816.89","818.07","-0.8","-0.39","0","1"
"2022-01-16","2","AGUASCALIENTES","791.98","795.14","-3.1","-0.06","0","1"
"2022-01-16","3","AGUASCALIENTES","776.64","780.64","-4","0","0","1"
"2022-01-16","4","AGUASCALIENTES","777.06","777.24","-0.18","0","0","1"
"2022-01-16","5","AGUASCALIENTES","762.19","762.63","-0.45","0","0","1"
"2022-01-16","6","AGUASCALIENTES","750.03","746.47","3.56","0","0","1"
"2022-01-16","7","AGUASCALIENTES","770.91","761.39","9.53","0","0","1"
"2022-01-16","8","AGUASCALIENTES","752.23","738.5","13.73","0","0","1"
"2022-01-16","9","AGUASCALIENTES","691.39","683.27","8.12","0","0","1"
"2022-01-16","10","AGUASCALIENTES","672.87","677.05","-4.19","0","0","1"
"2022-01-16","11","AGUASCALIENTES","675.27","683.94","-8.68","0","0","1"
"2022-01-16","12","AGUASCALIENTES","715.86","728.62","-12.76","0","0","1"
"2022-01-16","13","AGUASCALIENTES","727.8","741.22","-13.23","-0.19","0","1"
"2022-01-16","14","AGUASCALIENTES","737.02","752.03","-14.77","-0.24","0","1"
"2022-01-16","15","AGUASCALIENTES","737.8","750.69","-12.44","-0.44","0","1"
"2022-01-16","16","AGUASCALIENTES","744.45","758.54","-14.1","0","0","1"
"2022-01-16","17","AGUASCALIENTES","788.58","799.16","-10.3","-0.29","0","1"
"2022-01-16","18","AGUASCALIENTES","856.54","856.91","-0.37","0","0","1"
"2022-01-16","19","AGUASCALIENTES","950.85","941.33","9.52","0","0","1"
"2022-01-16","20","AGUASCALIENTES","993.49","983.21","10.27","0","0","1"
"2022-01-16","21","AGUASCALIENTES","941.37","929.25","12.12","0","0","1"
"2022-01-16","22","AGUASCALIENTES","927.06","909.27","17.79","0","0","1"
"2022-01-16","23","AGUASCALIENTES","903.36","888.01","15.35","0","0","1"
"2022-01-16","24","AGUASCALIENTES","809.04","794.48","14.55","0","0","1"
"2022-01-16","1","APATZINGAN","851.46","818.07","34.31","-0.93","0","1"
"2022-01-16","2","APATZINGAN","823.34","795.14","28.35","-0.15","0","1"
"2022-01-16","3","APATZINGAN","805.02","780.64","24.39","0","0","1"
"2022-01-16","4","APATZINGAN","803.54","777.24","26.3","0","0","1"
"2022-01-16","5","APATZINGAN","785.27","762.63","22.63","0","0","1"
"2022-01-16","6","APATZINGAN","769.46","746.47","22.99","0","0","1"
"2022-01-16","7","APATZINGAN","792.9","761.39","31.51","0","0","1"
"2022-01-16","8","APATZINGAN","772.9","738.5","34.4","0","0","1"
"2022-01-16","9","APATZINGAN","717.7","683.27","34.43","0","0","1"
"2022-01-16","10","APATZINGAN","706.28","677.05","29.23","0","0","1"
"2022-01-16","11","APATZINGAN","730.61","683.94","46.67","0","0","1"
"2022-01-16","12","APATZINGAN","777.89","728.62","49.26","0","0","1"
"2022-01-16","13","APATZINGAN","790.38","741.22","49.63","-0.48","0","1"
"2022-01-16","14","APATZINGAN","800.45","752.03","49.04","-0.62","0","1"
"2022-01-16","15","APATZINGAN","801.04","750.69","51.49","-1.13","0","1"
"2022-01-16","16","APATZINGAN","810.9","758.54","52.36","0","0","1"
