"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: marzo 2021"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/abr/2021 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/03/2021","1","1927.323","0.0001","18.2929","1132.6899","18029.712","245.784","522.5309","2946.6877","1515.1484","3178.7551","1649.774"
"SEN","01/03/2021","2","1788.6158","0","19.5558","885.2907","17765.1114","194.4585","521.6852","2094.0567","1516.5477","3172.5967","1690.2178"
"SEN","01/03/2021","3","1568.141","0","22.9219","881.7727","17831.1365","187.6026","521.9527","1660.2","1518.3777","3183.6921","1666.6111"
"SEN","01/03/2021","4","1400.9029","0","20.9687","876.1288","17793.7926","185.5523","522.5914","1299.0504","1520.5866","3194.4623","1669.1603"
"SEN","01/03/2021","5","1177.5292","0","21.4249","883.1197","18070.9094","187.1031","506.9374","1197.4531","1521.4017","3213.6855","1674.2824"
"SEN","01/03/2021","6","928.0469","0","20.2962","888.515","18134.7852","196.4766","494.8626","1827.3549","1523.4135","3213.108","1687.5119"
"SEN","01/03/2021","7","681.4411","6.8679","20.9289","884.2118","18541.1262","227.5355","494.9911","2739.7541","1524.0985","3204.8272","2068.407"
"SEN","01/03/2021","8","558.7738","332.4109","23.0394","942.6119","19137.8044","264.7248","496.2188","3311.2603","1524.4178","3208.679","2136.9918"
"SEN","01/03/2021","9","362.0012","2424.0232","21.7533","1083.9282","19479.1036","299.0207","491.5502","3021.3005","1524.8428","3088.6558","2135.506"
"SEN","01/03/2021","10","365.736","4535.3825","21.0353","1080.5595","19317.8851","282.6736","484.031","3007.5634","1525.8867","2999.7761","2066.8698"
"SEN","01/03/2021","11","414.4298","5352.1088","19.567","1084.9135","19031.2766","204.8708","490.467","3462.2927","1524.7167","2951.2892","1938.9096"
"SEN","01/03/2021","12","596.522","5399.688","20.0007","1085.7547","18815.7689","185.7071","492.7738","3715.1152","1519.194","3103.8324","1900.592"
"SEN","01/03/2021","13","1084.6757","5511.3343","21.2359","1085.7934","18777.2781","184.5426","492.2664","3660.4069","1517.5495","3277.7474","1889.1571"
"SEN","01/03/2021","14","1514.4666","5512.0817","21.8525","1081.2255","18448.4614","188.806","492.2322","3409.6292","1519.0535","3597.8688","1965.8764"
"SEN","01/03/2021","15","1761.8926","5394.9595","22.6893","1075.3618","18426.3493","194.2072","494.5045","3080.7774","1520.6511","3771.1339","1960.923"
"SEN","01/03/2021","16","1987.0744","5288.7706","23.417","1080.5694","18044.1448","215.2895","494.0575","3285.1721","1519.6317","3782.1247","1973.3829"
"SEN","01/03/2021","17","2156.038","4747.5686","18.0387","1088.4498","17996.4084","227.4716","487.5893","3451.5793","1518.2468","3992.4574","1964.611"
"SEN","01/03/2021","18","2311.8964","3303.2455","19.647","1095.6227","18105.8591","236.6075","474.508","3943.0303","1516.7138","4142.3801","1965.8072"
"SEN","01/03/2021","19","2340.8011","815.1575","21.1938","1090.0302","18837.1268","241.795","472.0898","5407.7193","1517.0343","4269.2323","2106.3855"
"SEN","01/03/2021","20","2414.3484","12.8066","20.1871","1086.3685","19546.7594","244.7686","488.3297","6875.5727","1517.6368","4565.5906","2209.1777"
"SEN","01/03/2021","21","2410.8841","0.0598","20.6047","1083.4936","19449.505","247.5404","498.5796","6945.9827","1517.7407","4704.5228","2234.8979"
"SEN","01/03/2021","22","2445.2888","0.0598","19.8474","1087.0572","19261.6565","247.9523","498.2617","6011.3656","1517.899","4782.8791","2232.7113"
"SEN","01/03/2021","23","2472.4712","0.0598","19.3974","1090.4667","19159.3753","247.2714","499.5144","4567.792","1518.3358","4821.5329","2177.0103"
"SEN","01/03/2021","24","2440.6378","0.0598","19.4368","1087.6568","19139.6823","189.7256","499.2248","3080.8759","1518.4467","4803.3619","2062.4931"
"SEN","02/03/2021","1","2601.9664","0.0598","20.4262","929.4867","18617.7213","181.1033","499.3223","2035.0099","1518.9233","4698.3851","2080.033"
"SEN","02/03/2021","2","2714.1602","0.0598","21.0466","914.1283","18079.9211","161.7871","500.4569","1600.2915","1518.8577","4537.6641","1904.3835"
"SEN","02/03/2021","3","2837.8601","0.0222","20.1155","896.1155","18013.0344","163.1327","499.3372","1050.6118","1519.8157","4397.0071","1757.5279"
"SEN","02/03/2021","4","2963.9986","0","19.9741","950.8635","17753.6759","161.8399","499.8531","1094.4504","1519.6178","4296.2079","1520.3036"
"SEN","02/03/2021","5","3059.5542","0","20.4821","968.382","17410.3076","162.1486","499.8874","1260.3312","1519.8693","4192.9888","1508.903"
"SEN","02/03/2021","6","3467.5904","0","21.8272","920.9595","17402.1877","164.1939","501.0512","1281.8287","1520.4949","4190.9872","1513.5935"
"SEN","02/03/2021","7","3817.5749","6.7417","21.6712","920.4403","17646.8164","164.728","502.994","1343.6435","1520.8266","4296.5379","1543.4361"
"SEN","02/03/2021","8","3899.9072","227.8741","19.6769","941.0803","18330.1101","165.9172","499.9923","1551.3185","1520.7932","4297.1763","1578.769"
"SEN","02/03/2021","9","3818.0718","2144.405","22.3759","1082.3196","18215.2383","164.5502","497.9611","1428.8735","1521.2314","4215.1228","1538.2949"
"SEN","02/03/2021","10","3703.7803","4519.9975","14.4943","1070.7101","17556.3928","160.5839","489.1862","1230.363","1521.7121","4115.8015","1532.8636"
"SEN","02/03/2021","11","3521.1505","5372.5737","7.4479","1081.4196","17227.6314","160.9756","484.606","1348.5501","1521.2422","4030.3831","1537.045"
"SEN","02/03/2021","12","3572.5882","5728.5691","9.1875","1096.5439","17402.672","163.9623","486.977","1488.7147","1520.8194","3717.1289","1656.6895"
"SEN","02/03/2021","13","3593.8296","5782.7415","19.5186","1102.5766","17515.5812","161.3076","486.8199","1487.9266","1521.0177","3631.7073","1772.8127"
"SEN","02/03/2021","14","3705.2949","5730.8431","22.9904","1093.8194","17661.3705","160.6895","492.4313","1520.2851","1521.4328","3666.4208","1750.096"
"SEN","02/03/2021","15","3511.5195","5550.8505","21.5008","1100.1079","17866.1104","159.049","492.9327","1832.5189","1521.127","3687.6763","1762.1728"
"SEN","02/03/2021","16","3268.2998","5399.4177","22.3638","1099.0666","18154.5597","149.5944","497.6361","2216.5323","1521.6418","3497.7699","1815.0265"
"SEN","02/03/2021","17","3190.7696","5085.0498","21.1411","1100.3782","18390.5305","152.2234","496.4184","2447.5388","1522.043","3485.007","1788.0546"
"SEN","02/03/2021","18","2969.0765","3577.5366","22.1791","1105.3114","18759.6578","155.0762","496.3884","2951.2617","1523.0692","3459.5001","1886.1863"
"SEN","02/03/2021","19","2727.7761","864.3004","21.3356","1113.1366","19710.6113","159.9718","497.6094","4913.6081","1523.7411","3528.2341","2022.1406"
"SEN","02/03/2021","20","2602.0973","13.3137","20.7556","1080.9943","20419.8519","162.2689","493.4619","6155.3136","1524.6806","4342.7066","2158.0588"
"SEN","02/03/2021","21","2634.4559","0","23.5355","1081.5683","20585.4399","164.1623","500.2648","5574.3423","1524.8915","4678.8563","2078.8792"
"SEN","02/03/2021","22","2824.5753","0","23.4751","1082.5519","20427.2969","164.4223","501.0174","4516.8361","1525.2821","4675.6614","2053.8131"
