"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: mayo 2020"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/jun/2020 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/05/2020","1","4304.0376","0.0143","12.9585","1080.1424","16974.9032","252.7898","582.7688","5296.9012","1543.0495","1199.5764","1257.6009"
"SEN","01/05/2020","2","4110.6988","0.0137","9.4482","1078.9424","16000.2628","249.507","584.2881","4996.9568","1543.3563","1192.7574","1219.3994"
"SEN","01/05/2020","3","4112.7322","0.0096","12.8645","1074.3015","15815.6485","248.089","584.8244","4008.4062","1543.7198","1191.5432","1215.0104"
"SEN","01/05/2020","4","3913.5092","0","12.5648","1072.408","15553.6464","237.7165","586.4582","3687.9544","1542.8805","1192.3055","1213.1129"
"SEN","01/05/2020","5","3774.5339","0","13.1129","1071.4287","15709.085","233.9647","586.8129","3080.874","1542.3026","1188.1516","1207.0019"
"SEN","01/05/2020","6","3604.2667","0","16.9638","1073.0644","15486.325","230.3075","587.3164","2978.6361","1541.2157","1190.0981","1201.1804"
"SEN","01/05/2020","7","3521.3529","8.4586","19.6435","1071.6396","14935.8529","224.3018","586.9532","3291.2057","1541.6594","1216.8507","1206.0139"
"SEN","01/05/2020","8","3613.202","218.6533","19.964","1071.1565","14463.0259","220.3219","585.2949","2751.5392","1542.3666","1268.8064","1208.4237"
"SEN","01/05/2020","9","3429.3992","1856.0685","20.7082","1069.7858","13837.5413","225.3518","585.5719","2408.8064","1541.7729","1265.0781","1201.4677"
"SEN","01/05/2020","10","3547.2343","3684.4235","20.505","1060.2467","13805.2503","222.1386","583.4301","1526.9431","1542.1106","1279.0648","1197.4916"
"SEN","01/05/2020","11","3719.3231","4420.7379","20.4873","1085.33","13840.1409","217.2649","582.4051","1280.2367","1542.4252","1344.9799","1212.7747"
"SEN","01/05/2020","12","3745.9922","4557.7434","20.0172","1090.8461","14609.5937","206.6915","580.4853","994.4164","1542.2409","1376.425","1251.8443"
"SEN","01/05/2020","13","3772.8868","4608.8844","18.2457","1106.2075","14717.7484","211.1636","580.5054","1261.1362","1541.0338","1427.5483","1262.0391"
"SEN","01/05/2020","14","3774.4276","4573.9589","19.7785","1116.1343","15004.2784","211.1903","579.1308","1453.4634","1539.8091","1421.5567","1315.7524"
"SEN","01/05/2020","15","3841.334","4348.2489","19.1922","1112.3617","15268.4739","215.9532","578.5605","1781.3461","1537.9287","1440.1646","1389.7998"
"SEN","01/05/2020","16","3843.6048","4056.5075","12.8611","1126.1118","15574.2397","222.1981","577.816","2263.5624","1537.023","1467.6744","1504.9145"
"SEN","01/05/2020","17","3868.588","3795.1342","16.1167","1118.9845","15965.0415","227.9429","579.0294","2525.2055","1536.1846","1470.3864","1546.4151"
"SEN","01/05/2020","18","3899.7021","3483.0865","17.4232","1125.6583","16333.1632","239.8987","579.3116","2653.4543","1535.2595","1472.6319","1546.7923"
"SEN","01/05/2020","19","4031.2845","2804.3078","18.3085","1108.2568","16418.5719","240.2244","579.1524","2948.8149","1534.8327","1417.2349","1561.5333"
