"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: enero 2020"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/feb/2020 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/01/2020","1","2063.4865","0","27.2993","1303.8717","15892.6664","223.6676","553.4592","1009.2008","1562.6114","1803.5191","1385.3987"
"SEN","01/01/2020","2","1854.1446","0","27.2328","1124.3932","15666.2708","213.96","553.5832","830.7762","1563.683","1796.4708","1400.2806"
"SEN","01/01/2020","3","1619.9672","0","25.969","969.8357","15261.6677","209.9307","552.9112","782.0985","1563.534","1790.3642","1400.7257"
"SEN","01/01/2020","4","1616.7096","0","26.334","967.9433","14661.8918","206.6082","552.8451","678.8264","1563.1209","1785.4772","1399.7275"
"SEN","01/01/2020","5","1658.9632","0","25.857","968.7607","14166.5939","205.1467","553.3489","699.4795","1563.7447","1785.2862","1382.3953"
"SEN","01/01/2020","6","1499.7758","0","26.7068","973.1036","13676.6352","211.3814","553.3245","994.3381","1563.9844","1786.3983","1377.945"
"SEN","01/01/2020","7","1213.1821","0.2411","28.3923","969.7614","13020.8023","213.3174","553.0591","1748.8649","1564.8108","1779.9558","1377.3217"
"SEN","01/01/2020","8","1124.2532","35.5822","28.4991","929.6027","12711.02","212.2","551.5171","1557.858","1564.4023","1681.0777","1377.0808"
"SEN","01/01/2020","9","1042.8229","317.4252","27.0741","898.7765","12647.0037","215.2826","552.2156","1467.3221","1564.6322","1576.2507","1380.2871"
"SEN","01/01/2020","10","1189.7848","854.4956","26.0524","899.0641","12608.8722","206.6303","550.6861","1360.1363","1564.4234","1552.3077","1378.3432"
"SEN","01/01/2020","11","1151.1895","1375.5839","21.8152","903.3819","12727.4489","209.2216","549.2384","1554.8579","1564.0261","1570.0424","1377.7199"
"SEN","01/01/2020","12","898.9615","1570.6622","29.7129","907.7047","13607.2555","211.6145","545.3112","1355.4262","1563.0433","1572.1194","1376.871"
