"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: febrero 2020"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/mar/2020 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/02/2020","1","3418.5111","0","19.7908","1884.5917","18639.6666","284.1417","599.414","946.0306","1565.3332","2386.2103","1508.3899"
"SEN","01/02/2020","2","3517.3348","0","18.8584","1873.8495","17686.2602","315.479","599.1611","768.1819","1565.6843","2234.5269","1511.091"
"SEN","01/02/2020","3","3602.9018","0","18.5183","1857.8666","16877.2016","372.8249","600.6849","605.1048","1565.4602","2246.8288","1509.0184"
"SEN","01/02/2020","4","3633.2323","0","18.7813","1727.3746","16537.1659","371.583","599.3786","604.9373","1565.9818","2250.9416","1510.4557"
"SEN","01/02/2020","5","3799.1814","0","18.1888","1728.8098","16134.7478","373.8943","598.0824","617.6081","1566.4122","2249.9768","1511.1141"
"SEN","01/02/2020","6","3886.8988","0","18.0004","1739.459","16261.5124","381.0787","597.5604","717.973","1566.5112","2264.7497","1513.0895"
"SEN","01/02/2020","7","3912.6508","0.2364","16.6182","1737.9107","16913.9681","389.8267","599.3425","959.176","1566.7628","2267.6167","1517.3987"
"SEN","01/02/2020","8","3994.7283","54.6059","20.9702","1743.4066","17105.6481","397.5293","600.4636","1228.4286","1566.744","2264.6985","1519.0116"
"SEN","01/02/2020","9","3946.051","490.2656","19.4294","1742.2508","17230.525","398.1427","599.58","1809.0245","1567.3281","2267.1601","1520.943"
"SEN","01/02/2020","10","3672.7574","1457.5011","19.5594","1738.2619","17602.1578","399.7603","596.2619","1992.7055","1567.4102","2244.8486","1520.5105"
