"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: septiembre 2022"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/oct/2022 05:00:05 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/09/2022","1","2280.3523","0","2.97","1460.0766","21037.2452","246.9875","443.5337","7947.5245","1381.5295","2990.3048","2093.2177"
"SEN","01/09/2022","2","2052.4036","0","2.9659","1463.7529","20351.3725","242.6102","468.8348","7602.9311","1382.5065","2936.6055","1903.5252"
"SEN","01/09/2022","3","1954.2283","0","2.9665","1474.0371","20079.0259","241.5632","467.799","6932.4446","1382.995","2976.3091","1829.5395"
"SEN","01/09/2022","4","1873.1483","0","2.9626","1510.8763","19703.9068","219.4169","466.9081","6606.0477","1383.811","2970.6227","1828.3195"
"SEN","01/09/2022","5","1902.2525","0","2.9653","1542.3574","19235.8854","208.2031","479.783","6556.5213","1384.8572","2972.1083","1833.6507"
"SEN","01/09/2022","6","1477.3292","0","2.968","1537.0911","19395.1114","207.8328","480.4713","6912.6354","1385.5291","2975.9009","1884.5807"
"SEN","01/09/2022","7","1194.313","1.0955","2.9647","1503.5926","19985.7686","208.4939","479.9797","7346.2967","1386.2954","2960.1124","1897.4773"
"SEN","01/09/2022","8","1198.1502","82.6302","2.9659","1539.3475","20623.6058","209.6017","474.8863","7556.5705","1384.9814","2916.1238","1894.1305"
"SEN","01/09/2022","9","1045.268","1283.4335","2.9627","1534.2276","20535.2294","210.4412","474.2408","7299.3982","1383.8894","2982.1666","2029.9504"
"SEN","01/09/2022","10","990.1219","3075.1005","2.958","1547.3921","20113.9834","209.3119","476.9584","6990.1379","1383.9781","3007.7557","2159.5366"
"SEN","01/09/2022","11","1148.2269","3972.2514","2.9508","1551.7831","19953.2604","205.7015","430.033","6857.9338","1384.6235","3008.5143","2203.5503"
"SEN","01/09/2022","12","1501.5448","4338.2308","2.9517","1533.7943","20173.24","205.2339","430.0682","6672.7427","1385.6464","3014.6114","2213.8069"
