"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: mayo 2022"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/jun/2022 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/05/2022","1","1996.8632","0","20.2943","1783.4963","22995.0839","203.0575","563.344","5714.1421","715.0397","2011.4801","1493.7647"
"SEN","01/05/2022","2","1795.1375","0","17.7794","1786.2349","22530.4772","203.3808","564.264","5011.3881","715.6013","2013.1043","1460.0159"
"SEN","01/05/2022","3","1788.2401","0","16.7185","1791.0876","21981.7816","202.6749","564.9419","4424.2376","715.9635","1936.626","1425.2669"
"SEN","01/05/2022","4","1762.8239","0","18.0608","1788.0285","21860.6477","204.583","565.1005","4024.1359","716.625","1724.1026","1401.083"
"SEN","01/05/2022","5","1720.2731","0","16.8013","1797.04","21701.2993","202.7869","565.0083","3292.7886","717.2614","1770.5931","1400.7208"
"SEN","01/05/2022","6","1715.9941","0.0107","17.5894","1808.9653","21730.6624","200.5627","564.7083","2818.3289","717.5328","1759.6991","1400.6039"
"SEN","01/05/2022","7","1759.6848","8.3416","18.9385","1801.8985","21695.9638","201.7422","564.3061","2323.9565","718.0895","1683.5207","1396.9454"
"SEN","01/05/2022","8","1654.8065","216.082","21.3943","1780.658","21258.1416","203.0916","561.4528","1627.2098","718.7283","1687.8548","1397.0157"
"SEN","01/05/2022","9","1593.2663","2012.445","23.3735","1800.3425","19924.7475","199.3448","560.8642","1199.3762","718.7139","1756.8494","1398.3664"
"SEN","01/05/2022","10","1855.9646","4220.28","23.646","1807.0179","17970.4655","197.7678","560.3086","1315.8554","718.8784","1759.1576","1381.2366"
"SEN","01/05/2022","11","1982.5235","5008.4151","23.6994","1774.9182","17495.7377","189.3495","560.4616","1505.4062","718.7511","1740.6916","1368.5666"
"SEN","01/05/2022","12","2050.4921","5410.4606","17.3398","1754.268","17585.0441","183.4243","560.0247","1308.24","718.3598","1749.5876","1359.5064"
"SEN","01/05/2022","13","2190.0485","5586.0853","16.8232","1737.9271","17778.4769","183.7095","559.4832","1289.1156","717.9358","1761.4057","1352.3896"
"SEN","01/05/2022","14","2358.8275","5454.3638","19.696","1756.961","17840.3041","184.0134","558.7917","1655.5618","717.6342","1768.4135","1347.3041"
"SEN","01/05/2022","15","2660.1033","5256.1993","17.253","1758.4277","17716.1935","183.8781","557.7152","2048.7651","716.4963","1767.2821","1374.5928"
"SEN","01/05/2022","16","2929.1629","5119.3844","18.4544","1815.2545","17653.0291","187.5479","556.9055","2222.5025","715.1467","1769.2422","1407.5333"
"SEN","01/05/2022","17","2995.2302","4878.5811","18.311","1816.9648","17332.0088","186.9905","556.435","2911.6305","712.5671","1774.1361","1506.0774"
"SEN","01/05/2022","18","2980.6659","4423.8225","19.1978","1819.9945","17488.3296","187.0985","555.7112","3658.4151","710.076","1777.3342","1532.0626"
