"Centro Nacional de Control de Energia"
"Estadistica de la Energia Generada Liquidada Agregada (MWh) Intermitente y Firme por Tipo de Tecnologia"
"Sistema Electrico Nacional"
"Dias de Operacion del Mes de: julio 2022"
"Proceso de Liquidacion: Original (L0) "
"Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 14/ago/2022 05:00:01 hrs."
"Nota: Los acentos de este reporte se omiten intencionalmente por sistema."
"Sistema"," Dia"," Hora"," Eolica"," Fotovoltaica","  Biomasa"," Carboelectrica"," Ciclo Combinado"," Combustion Interna"," Geotermoelectrica"," Hidroelectrica"," Nucleoelectrica"," Termica Convencional"," Turbo Gas"
"SEN","01/07/2022","1","2831.9043","0.0004","3.4816","1990.87","26669.6816","322.2918","508.4151","4946.2738","1439.806","2525.8952","2879.1129"
"SEN","01/07/2022","2","2980.3252","0.0004","3.4828","1903.1441","26491.873","230.6109","510.1736","4437.6244","1443.9107","2418.4513","2259.667"
"SEN","01/07/2022","3","2986.5269","0.0003","3.4827","1886.0431","25614.28","223.5683","504.1486","4165.4045","1447.1695","2430.8548","2157.7173"
"SEN","01/07/2022","4","2842.9714","0.0003","3.4802","1918.2813","24939.3374","224.4032","509.3772","4051.4313","1450.0653","2445.7831","2136.4595"
"SEN","01/07/2022","5","2720.1481","0.0001","3.4841","1914.2094","24668.362","225.4972","513.6966","3747.7339","1452.737","2457.7106","2023.1767"
"SEN","01/07/2022","6","2484.4355","0.0804","3.4797","1873.6049","24577.909","225.1637","512.1238","3831.566","1455.5073","2440.958","2004.384"
"SEN","01/07/2022","7","2437.5572","12.117","3.4818","1867.2384","24398.5947","225.5699","509.0418","4172.2737","1457.6955","2450.3146","2011.1281"
"SEN","01/07/2022","8","2275.8817","331.6691","3.4835","1893.4895","24475.6908","225.8372","510.5188","4596.2315","1459.2536","2458.8186","2017.4122"
"SEN","01/07/2022","9","2225.2806","1853.6475","3.4849","1918.442","24419.2128","223.9573","508.237","4595.637","1460.4628","2505.7809","2078.8051"
"SEN","01/07/2022","10","2300.9852","3521.7251","3.4754","1911.4607","24233.0542","224.3309","508.3859","4445.3088","1460.9663","2509.6062","2069.8008"
"SEN","01/07/2022","11","2421.0198","4547.507","3.4727","1898.9772","23991.6236","225.0768","509.8291","4103.6947","1461.1574","2626.7726","2154.0561"
"SEN","01/07/2022","12","2511.5844","4864.9042","3.4661","1893.4109","23935.3908","223.9225","505.326","4619.6182","1460.4475","2669.7985","2253.8067"
"SEN","01/07/2022","13","2477.0528","5226.1335","3.4651","1862.4827","24191.5689","223.9252","508.2254","4683.5232","1458.6581","2716.5906","2251.0744"
"SEN","01/07/2022","14","2570.6586","5044.6258","3.4611","1803.4292","24949.9458","224.2751","510.4413","4623.6095","1456.1893","2681.8182","2273.9228"
"SEN","01/07/2022","15","2581.621","5256.0462","3.449","1810.3655","25141.4239","221.3066","509.9765","4852.379","1451.5213","2601.5933","2302.2187"
"SEN","01/07/2022","16","2448.0899","4808.8176","3.4647","1784.635","25658.8596","221.6144","508.9497","5743.3695","1446.6198","2505.1723","2315.9263"
"SEN","01/07/2022","17","2979.3752","4017.8689","3.4629","1785.2156","25474.9271","221.8644","509.4534","6580.4069","1441.8945","2539.843","2358.576"
"SEN","01/07/2022","18","3544.3282","3439.8305","3.4645","1794.1578","25192.8165","220.9803","508.9528","6510.4342","1437.6032","2573.6974","2384.4636"
"SEN","01/07/2022","19","3614.4185","2198.5813","3.4706","1800.3887","25492.0339","222.397","508.6834","6535.4023","1435.9959","2566.0629","2407.3794"
"SEN","01/07/2022","20","3554.8176","1336.4178","3.4701","1799.5235","25432.7329","223.6608","510.2524","6785.5409","1434.5182","2508.3313","2431.898"
"SEN","01/07/2022","21","3431.336","385.5171","3.4742","1976.7731","26352.42","238.3847","505.4006","6811.2002","1435.7971","2645.9273","2414.9935"
"SEN","01/07/2022","22","3505.0872","15.1851","3.4735","2036.5019","26581.115","323.9341","506.8297","7230.1044","1441.8604","2861.8057","2479.6667"
"SEN","01/07/2022","23","3308.208","0.0099","3.4755","2034.4866","26303.4964","325.4543","509.026","7396.6642","1446.5243","2879.3237","2503.394"
"SEN","01/07/2022","24","3137.1667","0.0099","3.4772","1956.079","26052.7266","326.6787","510.7844","7109.0291","1449.8331","2866.3499","2498.3696"
"SEN","02/07/2022","1","3346.5999","0.0098","3.4803","1937.579","25499.4904","338.213","509.9681","5955.0719","1449.5153","2621.0059","2471.0572"
"SEN","02/07/2022","2","3322.9109","0.0099","3.4791","1951.4086","25787.1107","339.024","507.6765","4616.9152","1452.2084","2216.8655","2409.7281"
"SEN","02/07/2022","3","3053.7754","0.0099","3.2128","1948.9351","26021.5951","339.7041","512.3278","3698.6775","1456.9142","1976.3564","2321.3226"
"SEN","02/07/2022","4","2683.0499","0.0104","3.4792","1947.8552","25899.3299","327.7648","513.648","3365.3559","1460.1265","1846.9126","2294.9772"
"SEN","02/07/2022","5","2633.3444","0","3.4793","1946.0783","26008.3074","326.8083","514.2305","2912.6823","1463.5368","1799.3928","2135.3625"
"SEN","02/07/2022","6","2690.5161","0.079","3.1327","1943.2647","25963.4652","326.8402","507.071","2449.4757","1468.7968","1806.138","2067.8351"
"SEN","02/07/2022","7","2615.9268","12.9591","2.3084","1781.7344","25925.7855","326.2081","513.8489","2617.713","1471.3501","1664.4961","1966.2315"
"SEN","02/07/2022","8","2651.0242","322.9243","3.0547","1675.703","25402.439","324.6332","511.0011","3070.6317","1472.3403","1578.5953","1945.6372"
"SEN","02/07/2022","9","2578.3557","1641.9787","2.1646","1671.4459","24603.7392","319.8314","516.315","3650.013","1472.5083","1602.7453","1989.1947"
"SEN","02/07/2022","10","2745.8588","3210.3013","2.1719","1664.3656","23748.194","232.1385","514.073","3907.7361","1470.9321","1606.0044","2019.6305"
"SEN","02/07/2022","11","3122.8656","4045.5662","2.163","1660.7978","22980.1275","226.5948","516.4305","3968.2611","1469.276","1602.9036","2053.6074"
"SEN","02/07/2022","12","3387.1272","4697.4214","2.1619","1685.1354","22633.321","225.9","515.5086","4070.261","1467.8767","1612.9132","2141.2088"
"SEN","02/07/2022","13","3732.9036","4916.9137","3.2891","1692.2094","22799.2273","235.9598","513.8946","3962.687","1466.6739","1614.089","2145.5395"
"SEN","02/07/2022","14","3862.6923","4996.4238","3.4808","1694.7452","22781.421","319.1632","507.8779","3824.0352","1465.9276","1663.9325","2140.6785"
"SEN","02/07/2022","15","3991.7243","5027.2883","3.4334","1698.7823","22751.7823","320.627","512.3887","3804.3516","1464.4378","1721.8979","2170.5958"
"SEN","02/07/2022","16","4481.799","4208.665","3.4418","1560.4841","22995.0752","320.4892","509.2621","3889.4808","1460.742","1716.4273","2211.5685"
